party,text,clean_text,posted_date,year,name,chamber
D,"AI is already influencing our daily lives in new technologies like autonomous cars, algorithms for disease diagnosis, &amp; speech recognition. I want to make sure its applications are supported by the very best scientific research. That’s why I introduced the GrAITR Act (HR2202). https://t.co/DYBdBCXoU6","AI is already influencing our daily lives in new technologies like autonomous cars, algorithms for disease diagnosis, &amp; speech recognition. I want to make sure its applications are supported by the very best scientific research. That’s why I introduced the GrAITR Act (HR2202).",2019-04-12 00:31:25.866,2019,Dan Lipinski D-IL,House
D,"""Artificial intelligence is sometimes referred to as a herald of the fourth industrial revolution. That revolution is already here.""

Read my op-ed in @thehill.

https://t.co/OVtsl25r8r","""Artificial intelligence is sometimes referred to as a herald of the fourth industrial revolution. That revolution is already here."" Read my op-ed in @thehill.",2021-09-14 16:48:31.078,2021,E.B. Johnson D-TX,House
R,I am proud to introduce the AI for National Security Act alongside @RepJimmyPanetta to ensure DOD is able to leverage AI cybersecurity applications to give our nation’s defenders the best tools possible to prevent and defeat cyber-attacks. https://t.co/qXvAnqIOeF,I am proud to introduce the AI for National Security Act alongside @RepJimmyPanetta to ensure DOD is able to leverage AI cybersecurity applications to give our nation’s defenders the best tools possible to prevent and defeat cyber-attacks.,2022-05-19 19:47:00.671,2022,Jay Obernolte R-CA,House
D,"This is very disturbing. Increased use of facial recognition technology is a slow slide to a surveillance state. Plus, it has resulted in reports of discriminatory outcomes. We need a federal moratorium on using facial recognition technology.
https://t.co/JBuB5uwVVc","This is very disturbing. Increased use of facial recognition technology is a slow slide to a surveillance state. Plus, it has resulted in reports of discriminatory outcomes. We need a federal moratorium on using facial recognition technology.",2022-01-29 20:59:49.331,2022,Jeff Merkley D-OR,Senate
D,"I’m honored to be included on TIME's list of the TIME100 AI of 2023. As Co-Chair of the bipartisan Congressional AI Caucus, I’m proud to be leading my colleagues to better understand how we can regulate AI and the guardrails that Congress must put in place. #TIME100AI","I’m honored to be included on TIME's list of the TIME100 AI of 2023. As Co-Chair of the bipartisan Congressional AI Caucus, I’m proud to be leading my colleagues to better understand how we can regulate AI and the guardrails that Congress must put in place. #TIME100AI",2023-09-07 15:35:37.000,2023,"Eshoo, Anna ",House
R,"As technology advances, scammers are using more sophisticated tactics to exploit Americans and especially seniors, from robocalls and phishing emails to deepfakes and realistic images created by AI. I’m working in Congress to hold scammers accountable. #SlamtheScam","As technology advances, scammers are using more sophisticated tactics to exploit Americans and especially seniors, from robocalls and phishing emails to deepfakes and realistic images created by AI. I’m working in Congress to hold scammers accountable. #SlamtheScam",2024-03-07 15:19:00.000,2024,"Kim, Young",House
R,"Thank you, Jordan Petersen, for joining 
@JudiciaryGOP
 this morning and a productive discussion about AI and its implications for the future.","Thank you, Jordan Petersen, for joining @JudiciaryGOP this morning and a productive discussion about AI and its implications for the future.",2024-03-08 17:52:26.000,2024,"Fitzgerald, Scott",House
R,"Kamala Harris has accomplished nothing in 3.5 years.

Border czar - Failed
AI czar - Failed
Voting czar - Failed 
Space czar - Failed

Reminder: A vote for Biden is a vote for Harris.",Kamala Harris has accomplished nothing in 3.5 years. Border czar - Failed AI czar - Failed Voting czar - Failed Space czar - Failed Reminder: A vote for Biden is a vote for Harris.,2024-06-30 00:23:27.000,2024,"Gooden, Lance",House
R,"I recently introduced a bill that would prohibit Biden from spending taxpayer money on AI tools that censor Americans online. Thank you 
@shellenberger
 for exposing these programs!

Details in this article:",I recently introduced a bill that would prohibit Biden from spending taxpayer money on AI tools that censor Americans online. Thank you @shellenberger for exposing these programs! Details in this article:,2024-06-06 20:23:10.000,2024,"Massie, Thomas",House
R,"TikTok is a Chinese dual-use surveillance system that is going to aid in their development of facial recognition.

I hope we get to a place where our country will ban it.",TikTok is a Chinese dual-use surveillance system that is going to aid in their development of facial recognition. I hope we get to a place where our country will ban it.,2020-07-10 21:49:18.085,2020,Matt Gaetz R-FL,House
D,"I'm glad the Biden administration is heeding our call to include principles from the AI Bill of Rights in its new executive order. Now, we must ensure robust implementation and pass legislation in Congress to protect our fundamental rights and regulate AI systems.","I'm glad the Biden administration is heeding our call to include principles from the AI Bill of Rights in its new executive order. Now, we must ensure robust implementation and pass legislation in Congress to protect our fundamental rights and regulate AI systems.",2023-10-31 00:34:19.000,2023,"Markey, Edward ",Senate
D,"Grateful to the Biden Administration for leading a whole-of-government approach to ensuring the future of AI is equitable, responsible, and innovative.","Grateful to the Biden Administration for leading a whole-of-government approach to ensuring the future of AI is equitable, responsible, and innovative.",2023-11-03 01:45:00.000,2023,"Padilla, Alex",Senate
D,New York Times: Biden Announces $3.3 Billion Microsoft AI Center at Trump’s Failed Foxconn Site,New York Times: Biden Announces $3.3 Billion Microsoft AI Center at Trump’s Failed Foxconn Site,2024-05-09 13:58:00.000,2024,"Beyer, Don",House
R,"NEW EPISODE!


@BrendanCarrFCC
  joins us to talk about how China is using TikTok to commit espionage, train the next generation of AI, and peddle ""digital fentanyl"" to America's youth.

Listen now https://podcasts.apple.com/us/podcast/tiktok-digital-fentanyl-apples-complicity-brendan-carr/id1498149200?i=1000588554792…","NEW EPISODE! @BrendanCarrFCC joins us to talk about how China is using TikTok to commit espionage, train the next generation of AI, and peddle ""digital fentanyl"" to America's youth. Listen now",2022-12-06 19:01:44.000,2022,"Crenshaw, Dan",House
R,"I asked the #TikTok CEO if ByteDance has spied on Americans on behalf of Communist China He said: “I don’t think spying is the right way to describe it.” TikTok collects browsing histories, keystroke patterns, biometric data, metadata, & more for China. THAT IS SPYING. #FL02","I asked the #TikTok CEO if ByteDance has spied on Americans on behalf of Communist China He said: “I don’t think spying is the right way to describe it.” TikTok collects browsing histories, keystroke patterns, biometric data, metadata, & more for China. THAT IS SPYING. #FL02",2024-03-13 13:55:53.000,2024,"Dunn, Neal",House
R,"

TikTok is allowing China-based employees of its parent company, ByteDance, to access sensitive data belonging to Americans.

China acquiring Americans' biometrics &amp; location data is a troubling, massive national security risk. 

Seeking information with @cathymcmorris https://t.co/AJEhhujr8b","TikTok is allowing China-based employees of its parent company, ByteDance, to access sensitive data belonging to Americans. China acquiring Americans' biometrics &amp; location data is a troubling, massive national security risk. Seeking information with @cathymcmorris",2022-07-14 15:22:43.321,2022,James Comer R-KY,House
